"Deeplink";"Produkt-Titel";"Produktbeschreibung";"Produktbeschreibung lang";"Preis (Brutto)";"Preis (Netto)";"Währung";"europäische Artikelnummer EAN";"Anbieter Artikelnummer AAN";"Hersteller";"Hersteller Artikelnummer HAN";"Produktbild-URL";"Vorschaubild-URL";"Produktkategorie";"Versandkosten Allgemein";"Versandkosten Vorkasse";"Versandkosten Nachnahme";"Versandkosten Kreditkarte";"Versandkosten Lastschrift";"Versandkosten Rechnung";"Versandkosten PayPal";"Versandkosten Sofortüberweisung";"Lieferzeit/Verfügbarkeit";"base_price";"unit_pricing_base_measure";"unit_pricing_measure";"ext_Nettopreis";"ext_Hersteller";"ext_Herstellerartikelnummer HAN";"ext_Produktkategorie ID"
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fbackup-akkus%2Fersatz-speicherbatterie-fuer-visonic-gp220aah8ymx%3FsPartner%3Dadcell";"Ersatz Speicherbatterie für Visonic GP220AAH8YMX";"Ersatz Speicherbatterie für Visonic GP220AAH8YMX 0-9912-L Abmessung: 58 / 29 / 51mm (LxBxH) Ni-MH   9,6V    2200mAh kompatible Batterie - keine Originalbatterie  ";"Ersatz Speicherbatterie für Visonic GP220AAH8YMX 0-9912-L Abmessung: 58 / 29 / 51mm (LxBxH) Ni-MH   9,6V    2200mAh kompatible Batterie - keine Originalbatterie  ";"50,90";"";"Euro";"50114901";"50114901";"";"";"https://akkuwelt.de/media/image/bb/60/5f/abbildung-bp-speicherbatterie-9-6v-2200mah-ersetzt-visonic-gp220aah8ymx-1_1280x1280.jpg";"https://akkuwelt.de/media/image/bb/60/5f/abbildung-bp-speicherbatterie-9-6v-2200mah-ersetzt-visonic-gp220aah8ymx-1_1280x1280.jpg";"Akkus>Backup-Akkus";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"10 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fsonstige-akkus%2Fersatzakku-fuer-notleuchten-sec-aku0038-notleuchtenakku%3FsPartner%3Dadcell";"Ersatzakku für Notleuchten SEC AKU0038 Notleuchtenakku";"Ersatzakku für Notleuchten SEC AKU0038 L1x4 Baby C mit 80mm Kabel und Stecker Abmessung: 199 / 26mm (H x Ø) Ni-MH  4,8V  4000mAh kompatibler Akku - kein Originalakku";"Ersatzakku für Notleuchten SEC AKU0038 L1x4 Baby C mit 80mm Kabel und Stecker Abmessung: 199 / 26mm (H x Ø) Ni-MH  4,8V  4000mAh kompatibler Akku - kein Originalakku";"56,90";"";"Euro";"98100235";"98100235";"";"";"https://akkuwelt.de/media/image/d2/73/2e/abbildung-bp-notleuchtenakku-nimh-4-8v-4000mah-l1x4-baby-c-mit-80mm-kabel-und-stecker-passend-fuer-sec-aku0038-1_1280x1280.jpg";"https://akkuwelt.de/media/image/d2/73/2e/abbildung-bp-notleuchtenakku-nimh-4-8v-4000mah-l1x4-baby-c-mit-80mm-kabel-und-stecker-passend-fuer-sec-aku0038-1_1280x1280.jpg";"Akkus>Sonstige Akkus";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"10 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fbleiakkus%2F12-volt%2Fersatzakku-fuer-wsc-rwa-zentralen-wsc308-wsc310-wsa007-wsc-308-wsc-310-wsa-007%3FsPartner%3Dadcell";"Ersatzakku für WSC RWA-Zentralen WSC308 WSC310 WSA007 WSC 308 WSC 310 WSA 007";"Original Multipower Blei Gel Akku AGM-Technik MP7.2-12 für WSC RWA-Zentralen WSC308 WSC310 WSA007 WindowMaster RWA Kompaktzentrale 10A es werden je 2 Stück benötigt   Anschluss 4,8mm L/B/H: 15...";"Original Multipower Blei Gel Akku AGM-Technik MP7.2-12 für WSC RWA-Zentralen WSC308 WSC310 WSA007 WindowMaster RWA Kompaktzentrale 10A es werden je 2 Stück benötigt   Anschluss 4,8mm L/B/H: 150/65/94 Gewicht: 2718 gr Volt: 12  mAh: 7200  System: PB";"26,90";"";"Euro";"4038338034363";"117446x32";"";"";"https://akkuwelt.de/media/image/34/fe/ba/117446_1280x1280.jpg";"https://akkuwelt.de/media/image/34/fe/ba/117446_1280x1280.jpg";"Akkus>Bleiakkus>12 Volt";"6,95";"6,95";"6,95";"6,95";"6,95";"6,95";"6,95";"6,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fzellen-packs%2Fzellen-packs%2Fakkupack-fuer-f1x7-bp-aa2200p-mit-70mm-kabel-und-tamiya-stecker%3FsPartner%3Dadcell";"Akkupack für F1x7 BP AA2200P mit 70mm Kabel und Tamiya-Stecker";"Akkupack für F1x7 BP AA2200P mit 70mm Kabel und Tamiya-Stecker Abmessungen: 101 / 15 / 54mm (LxBxH) Ni-MH   8,4V  2200mAh kompatibler Akkupack - kein Originalakkupack  ";"Akkupack für F1x7 BP AA2200P mit 70mm Kabel und Tamiya-Stecker Abmessungen: 101 / 15 / 54mm (LxBxH) Ni-MH   8,4V  2200mAh kompatibler Akkupack - kein Originalakkupack  ";"47,90";"";"Euro";"PA000853";"PA000853";"";"";"https://akkuwelt.de/media/image/20/18/0e/abbildung-bp-akkupack-nimh-8-4v-2200mah-f1x7-bp-aa2200p-mit-70mm-kabel-und-tamiya-stecker-1_1280x1280.jpg";"https://akkuwelt.de/media/image/20/18/0e/abbildung-bp-akkupack-nimh-8-4v-2200mah-f1x7-bp-aa2200p-mit-70mm-kabel-und-tamiya-stecker-1_1280x1280.jpg";"Akkus>Zellen - Packs>Zellen - Packs";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"10 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fdetail%2Findex%2FsArticle%2F10602%3FsPartner%3Dadcell";"Pufferbatterie für Label Alarmanlage Cesar Alarmanlage Siemens Alarmanlage";"Pufferbatterie für Label Alarmanlage Cesar Alarmanlage Siemens Alarmanlage Abmessung: 52 / 30 / 15mm (LxBxH) Lithium-Thionyl-Chlorid (LiSOCl2)   7,2 Volt   200mAh  kompatible Ba...";"Pufferbatterie für Label Alarmanlage Cesar Alarmanlage Siemens Alarmanlage Abmessung: 52 / 30 / 15mm (LxBxH) Lithium-Thionyl-Chlorid (LiSOCl2)   7,2 Volt   200mAh  kompatible Batterie - keine Originalbatterie";"28,90";"";"Euro";"80110121";"80110121";"";"";"https://akkuwelt.de/media/image/e6/53/0f/abbildung-bp-pufferbatterie-lisocl2-7-2v-2ah-passend-fuer-label-alarmanlage-1_1280x1280.jpg";"https://akkuwelt.de/media/image/e6/53/0f/abbildung-bp-pufferbatterie-lisocl2-7-2v-2ah-passend-fuer-label-alarmanlage-1_1280x1280.jpg";"Batterien>Alarmanlagen";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"10 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fbleiakkus%2F12-volt%2Fersatzakku-fuer-wsc-rwa-zentralen-wsc-204-wsc204-wsa-003-0101%3FsPartner%3Dadcell";"Ersatzakku für WSC RWA-Zentralen WSC 204 WSC204 WSA 003 0101";"Original Multipower Blei Gel Akku AGM-Technik MP3.4-12 für WSC RWA-Zentralen WSC 204 WSA 003 0101 es werden je 2 Stück benötigt   Anschluss 4,8mm L/B/H: 134/67/60 Volt: 12  mAh: 3400&nbsp...";"Original Multipower Blei Gel Akku AGM-Technik MP3.4-12 für WSC RWA-Zentralen WSC 204 WSA 003 0101 es werden je 2 Stück benötigt   Anschluss 4,8mm L/B/H: 134/67/60 Volt: 12  mAh: 3400  System: PB Gewicht: 1370 gr   Volt: 12  mAh: 3400  System: PB";"26,90";"";"Euro";"4038338034363";"117713x5";"";"";"https://akkuwelt.de/media/image/10/82/68/abbildung-bp-multipower-mp3-4-12-12v-3-4ah-4-8mm-faston-1-1U34BkalflGn9s_1280x1280.jpg";"https://akkuwelt.de/media/image/10/82/68/abbildung-bp-multipower-mp3-4-12-12v-3-4ah-4-8mm-faston-1-1U34BkalflGn9s_1280x1280.jpg";"Akkus>Bleiakkus>12 Volt";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fbleiakkus%2F12-volt%2Fersatzakku-fuer-wsc-rwa-zentralen-wsc-316-wsc-416-wsc316-wsc416%3FsPartner%3Dadcell";"Ersatzakku für WSC RWA-Zentralen WSC 316 WSC 416 WSC316 WSC416";"Original Multipower Blei Gel Akku AGM-Technik MP12-12 für WSC RWA-Zentralen WSC 316 WSC 416 es werden je 2 Stück benötigt Anschluss 4,8mm L/B/H/Ø: 150/100/100/0 Gewicht: 4270 gr Volt: 12 ...";"Original Multipower Blei Gel Akku AGM-Technik MP12-12 für WSC RWA-Zentralen WSC 316 WSC 416 es werden je 2 Stück benötigt Anschluss 4,8mm L/B/H/Ø: 150/100/100/0 Gewicht: 4270 gr Volt: 12  mAh: 12000  System: Pb";"49,90";"";"Euro";"4008496579778";"114993x4";"";"";"https://akkuwelt.de/media/image/fc/e5/65/abbildung-bp-multipower-mp12-12-12v-12ah-4-8mm-faston-1_1280x1280.jpg";"https://akkuwelt.de/media/image/fc/e5/65/abbildung-bp-multipower-mp12-12-12v-12ah-4-8mm-faston-1_1280x1280.jpg";"Akkus>Bleiakkus>12 Volt";"6,95";"6,95";"6,95";"6,95";"6,95";"6,95";"6,95";"6,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fsonstige-akkus%2Fersatzakku-fuer-notleuchten-f1x3-mignon-aa-mit-150mm-kabel-und-stecker-notleuchtenakku%3FsPartner%3Dadcell";"Ersatzakku für Notleuchten F1x3 Mignon AA mit 150mm Kabel und Stecker Notleuc...";"Ersatzakku für Notleuchten F1x3 Mignon AA mit 150mm Kabel und Stecker Abmessung: 43 / 15 / 51mm (LxBxH) Ni-MH  3,6V  1800mAh kompatibler Akku - kein Originalakku";"Ersatzakku für Notleuchten F1x3 Mignon AA mit 150mm Kabel und Stecker Abmessung: 43 / 15 / 51mm (LxBxH) Ni-MH  3,6V  1800mAh kompatibler Akku - kein Originalakku";"29,90";"";"Euro";"98100238";"98100238";"";"";"https://akkuwelt.de/media/image/6a/6b/ac/abbildung-bp-notleuchtenakku-nimh-3-6v-1800mah-f1x3-mignon-aa-mit-150mm-kabel-und-stecker-1_1280x1280.jpg";"https://akkuwelt.de/media/image/6a/6b/ac/abbildung-bp-notleuchtenakku-nimh-3-6v-1800mah-f1x3-mignon-aa-mit-150mm-kabel-und-stecker-1_1280x1280.jpg";"Akkus>Sonstige Akkus";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"10 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fbatterien%2Falarmanlagen%2Fpufferbatterie-fuer-silentron-861010-silentron-nice-hsps1%3FsPartner%3Dadcell";"Pufferbatterie für Silentron 861010 Silentron Nice HSPS1";"Pufferbatterie für Silentron Wireless Security Battery Power-Pack 861010, 861010N Silentron Nice HSPS1, NICEHome HSCU1FR, HSCU1GFR Silentron Zentrale 5501, 5503 Silentron Sirene 5532 Septam Sirene ...";"Pufferbatterie für Silentron Wireless Security Battery Power-Pack 861010, 861010N Silentron Nice HSPS1, NICEHome HSCU1FR, HSCU1GFR Silentron Zentrale 5501, 5503 Silentron Sirene 5532 Septam Sirene 5404F Silenyaphone free Abmessung: 100 / 35 / 121mm (LxBxH) Alkali-Mangan (AlMn)   9 Volt   18000mAh  kompatible Batterie - keine Originalbatterie";"69,90";"";"Euro";"80110118";"80110126";"";"";"https://akkuwelt.de/media/image/26/28/f8/abbildung-bp-pufferbatterie-almn-9v-18ah-ersetzt-silentron-861010-1_1280x1280.jpg";"https://akkuwelt.de/media/image/26/28/f8/abbildung-bp-pufferbatterie-almn-9v-18ah-ersetzt-silentron-861010-1_1280x1280.jpg";"Batterien>Alarmanlagen";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"10 Tage";"";"";"";"";"Div.";"80110126";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fbatterien%2Falarmanlagen%2Fpufferbatterie-fuer-technoalarm-c126batt36li-technoalarm-ir200%3FsPartner%3Dadcell";"Pufferbatterie für Technoalarm C126BATT36LI Technoalarm IR200";"Pufferbatterie für Technoalarm C126BATT36LI  Technoalarm IR200 Abmessung: 27 / 15mm (H x Ø) Lithium-Thionyl-Chlorid (LiSOCl2)   3,6 Volt   1200mAh  kompatible Batterie - ke...";"Pufferbatterie für Technoalarm C126BATT36LI  Technoalarm IR200 Abmessung: 27 / 15mm (H x Ø) Lithium-Thionyl-Chlorid (LiSOCl2)   3,6 Volt   1200mAh  kompatible Batterie - keine Originalbatterie";"15,90";"";"Euro";"80110125";"80110125";"";"";"https://akkuwelt.de/media/image/4c/d3/0c/abbildung-bp-pufferbatterie-lisocl2-3-6v-1-2ah-ersetzt-technoalarm-c126batt36li-1_1280x1280.jpg";"https://akkuwelt.de/media/image/4c/d3/0c/abbildung-bp-pufferbatterie-lisocl2-3-6v-1-2ah-ersetzt-technoalarm-c126batt36li-1_1280x1280.jpg";"Batterien>Alarmanlagen";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"10 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fbackup-akkus%2Fersatz-speicherbatterie-fuer-visonic-gp130aam6bmx%3FsPartner%3Dadcell";"Ersatz Speicherbatterie für Visonic GP130AAM6BMX";"Ersatz Speicherbatterie für Visonic GP130AAM6BMX Visonic LTT-AA1300LSDX6B 103-303689 103-301179 BAT301179 103-300691 BATPM30 Visonic PowerMaster 30 Control Panel PowerMax Complete control panel Abm...";"Ersatz Speicherbatterie für Visonic GP130AAM6BMX Visonic LTT-AA1300LSDX6B 103-303689 103-301179 BAT301179 103-300691 BATPM30 Visonic PowerMaster 30 Control Panel PowerMax Complete control panel Abmessung: 85 / 15 / 51mm (LxBxH) Ni-MH  7,2V    1600mAh kompatible Batterie - keine Originalbatterie  ";"39,90";"";"Euro";"50115001";"50115001";"";"";"https://akkuwelt.de/media/image/01/0c/60/50115001_1280x1280.jpg";"https://akkuwelt.de/media/image/01/0c/60/50115001_1280x1280.jpg";"Akkus>Backup-Akkus";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"10 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fbatterien%2Falarmanlagen%2Fpufferbatterie-fuer-label-alarmanlage-cesar-alarmanlage-siemens-alarmanlage%3FsPartner%3Dadcell";"Pufferbatterie für Label Alarmanlage Cesar Alarmanlage Siemens Alarmanlage";"Pufferbatterie für Label Alarmanlage Cesar Alarmanlage Siemens Alarmanlage Abmessung: 28 / 15 / 29mm (LxBxH) Lithium-Mangan-Dioxid (LiMnO2)   6 Volt   800mAh  kompatible Batteri...";"Pufferbatterie für Label Alarmanlage Cesar Alarmanlage Siemens Alarmanlage Abmessung: 28 / 15 / 29mm (LxBxH) Lithium-Mangan-Dioxid (LiMnO2)   6 Volt   800mAh  kompatible Batterie - keine Originalbatterie";"22,90";"";"Euro";"80110122";"80110122";"";"";"https://akkuwelt.de/media/image/76/ce/2f/80110122_1280x1280.jpg";"https://akkuwelt.de/media/image/76/ce/2f/80110122_1280x1280.jpg";"Batterien>Alarmanlagen";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"10 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fbatterien%2Falarmanlagen%2Fpufferbatterie-fuer-technoalarm-c126battradio%3FsPartner%3Dadcell";"Pufferbatterie für Technoalarm C126BATTRADIO";"Pufferbatterie für Technoalarm C126BATTRADIO Technoalarm IR300 EV SMK EV IR SMOKY TX110 TX120 TX210 TX310 TX500 BWL Abmessung: 51 / 15mm (H x Ø) Lithium-Thionyl-Chlorid (LiSOCl2)   3,6 Volt&nb...";"Pufferbatterie für Technoalarm C126BATTRADIO Technoalarm IR300 EV SMK EV IR SMOKY TX110 TX120 TX210 TX310 TX500 BWL Abmessung: 51 / 15mm (H x Ø) Lithium-Thionyl-Chlorid (LiSOCl2)   3,6 Volt   2700mAh  kompatible Batterie - keine Originalbatterie";"19,90";"";"Euro";"80110124";"80110124";"";"";"https://akkuwelt.de/media/image/9b/ed/74/abbildung-bp-pufferbatterie-lisocl2-3-6v-2-7ah-ersetzt-technoalarm-c126battradio-1_1280x1280.jpg";"https://akkuwelt.de/media/image/9b/ed/74/abbildung-bp-pufferbatterie-lisocl2-3-6v-2-7ah-ersetzt-technoalarm-c126battradio-1_1280x1280.jpg";"Batterien>Alarmanlagen";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"10 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fbatterien%2Falarmanlagen%2Fpufferbatterie-fuer-elkron-90d2005-sentinel-alarmanlage-uwl31-surtec-90d3005%3FsPartner%3Dadcell";"Pufferbatterie für Elkron 90D2005 Sentinel Alarmanlage UWL31 Surtec 90D3005";"Pufferbatterie für Elkron 90D2005 Elkron Alarmanlage Sentinel Alarmanlage UWL31 Sirene UPH30WL Surtec 90D3005 Noxalarm Alarmanlage lexel 111219 Abmessung: 15 / 57 / 31mm (LxBxH) Ni-MH    ...";"Pufferbatterie für Elkron 90D2005 Elkron Alarmanlage Sentinel Alarmanlage UWL31 Sirene UPH30WL Surtec 90D3005 Noxalarm Alarmanlage lexel 111219 Abmessung: 15 / 57 / 31mm (LxBxH) Ni-MH    4,8 Volt   750mAh  kompatible Batterie - keine Originalbatterie";"25,90";"";"Euro";"80110129";"80110129";"";"";"https://akkuwelt.de/media/image/97/e4/ff/abbildung-bp-pufferbatterie-nimh-4-8v-750ah-ersetzt-elkron-90d2005-1_1280x1280.jpg";"https://akkuwelt.de/media/image/97/e4/ff/abbildung-bp-pufferbatterie-nimh-4-8v-750ah-ersetzt-elkron-90d2005-1_1280x1280.jpg";"Batterien>Alarmanlagen";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"10 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fbatterien%2Falarmanlagen%2Fpufferbatterie-fuer-elkron-sentinel-surtec-noxalarm-alarmanlage-wilpa1401%3FsPartner%3Dadcell";"Pufferbatterie für Elkron Sentinel Surtec Noxalarm Alarmanlage WILPA1401";"Pufferbatterie für Elkron Alarmanlage Sentinel Alarmanlage Surtec Alarmanlage Noxalarm Alarmanlage WILPA1401 DSP10-S5 Abmessung: 67 / 34 / 185mm (LxBxH) Alkali-Mangan (AlMn)   9 Volt &nbs...";"Pufferbatterie für Elkron Alarmanlage Sentinel Alarmanlage Surtec Alarmanlage Noxalarm Alarmanlage WILPA1401 DSP10-S5 Abmessung: 67 / 34 / 185mm (LxBxH) Alkali-Mangan (AlMn)   9 Volt   17000mAh  kompatible Batterie - keine Originalbatterie";"74,90";"";"Euro";"80110127";"80110127";"";"";"https://akkuwelt.de/media/image/99/d7/f0/abbildung-bp-pufferbatterie-almn-9v-17ah-ersetzt-wilpa1401-1_1280x1280.jpg";"https://akkuwelt.de/media/image/99/d7/f0/abbildung-bp-pufferbatterie-almn-9v-17ah-ersetzt-wilpa1401-1_1280x1280.jpg";"Batterien>Alarmanlagen";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"10 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fbatterien%2Falarmanlagen%2Fpufferbatterie-fuer-duevi-e-wall-dt-r-e-wall-dt-k-e-wall-r%3FsPartner%3Dadcell";"Pufferbatterie für Duevi E-Wall DT R E-Wall DT K E-Wall R";"Pufferbatterie für Duevi E-Wall DT R E-Wall DT K E-Wall R Abmessung: 29 / 15 / 53mm (LxBxH) Lithium-Thionyl-Chlorid (LiSOCl2)   7,2 Volt   1700mAh  kompatible Batterie - keine O...";"Pufferbatterie für Duevi E-Wall DT R E-Wall DT K E-Wall R Abmessung: 29 / 15 / 53mm (LxBxH) Lithium-Thionyl-Chlorid (LiSOCl2)   7,2 Volt   1700mAh  kompatible Batterie - keine Originalbatterie";"41,90";"";"Euro";"80110130";"80110130";"";"";"https://akkuwelt.de/media/image/41/07/12/abbildung-bp-pufferbatterie-lisocl2-7-2v-1-7ah-passend-fuer-duevi-e-wall-dt-r-1_1280x1280.jpg";"https://akkuwelt.de/media/image/41/07/12/abbildung-bp-pufferbatterie-lisocl2-7-2v-1-7ah-passend-fuer-duevi-e-wall-dt-r-1_1280x1280.jpg";"Batterien>Alarmanlagen";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"10 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fmedizinische-akkus%2Fersatzbatterie-akkumed-passend-fuer-physio-control-defibrillator-lifepak-500-typ-300-5380-030%3FsPartner%3Dadcell";"Ersatzbatterie AKKUmed passend für Physio Control Defibrillator Lifepak 500 -...";"Ersatzbatterie AKKUmed passend für Physio Control Defibrillator Lifepak 500  LP500 GA5020 Typ 300-5380-030 L/B/H: 190 / 74 / 4mm Nicht wiederaufladbar/ not rechargeable Lithiumbatterie   ...";"Ersatzbatterie AKKUmed passend für Physio Control Defibrillator Lifepak 500  LP500 GA5020 Typ 300-5380-030 L/B/H: 190 / 74 / 4mm Nicht wiederaufladbar/ not rechargeable Lithiumbatterie   12 V  7500mAh kompatible Batterie - keine Originalbatterie";"274,90";"";"Euro";"110101-A";"110101-A";"";"";"https://akkuwelt.de/media/image/8f/a7/bb/110101-A-1_1280x1280.jpg";"https://akkuwelt.de/media/image/8f/a7/bb/110101-A-1_1280x1280.jpg";"Akkus>Medizinische Akkus";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"10 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fbatterien%2Falarmanlagen%2Fpufferbatterie-fuer-firstinnov-dsp80-s5-primaprotect%3FsPartner%3Dadcell";"Pufferbatterie für Firstinnov DSP80-S5 Primaprotect";"Pufferbatterie für Firstinnov DSP80-S5 Primaprotect Abmessung: 67 / 33 / 63mm (LxBxH) Alkali-Mangan (AlMn)    3 Volt   17000mAh  kompatible Batterie - keine Originalbatterie";"Pufferbatterie für Firstinnov DSP80-S5 Primaprotect Abmessung: 67 / 33 / 63mm (LxBxH) Alkali-Mangan (AlMn)    3 Volt   17000mAh  kompatible Batterie - keine Originalbatterie";"28,90";"";"Euro";"80110131";"80110131";"";"";"https://akkuwelt.de/media/image/8b/f5/22/abbildung-bp-pufferbatterie-almn-3v-17ah-ersetzt-firstinnov-dsp80-s5-1_1280x1280.jpg";"https://akkuwelt.de/media/image/8b/f5/22/abbildung-bp-pufferbatterie-almn-3v-17ah-ersetzt-firstinnov-dsp80-s5-1_1280x1280.jpg";"Batterien>Alarmanlagen";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"10 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fmessgeraete-akkus%2Fersatzakku-fuer-messgeraeteakku-geo-fennel-290000-14-geo-fennel-rotationslaser-fl-200a%3FsPartner%3Dadcell";"Ersatzakku für Messgeräteakku Geo Fennel 290000-14 Geo Fennel Rotationslaser ...";"Ersatzakku für Messgeräteakku Geo Fennel 290000-14 Geo Fennel Rotationslaser FL 200A Rotationslaser FL 20 Linienlaser FLG 40-Green Abmessung: 55,2 / 18 / 49mm (LxBxH) Ni-MH   4,8V   ...";"Ersatzakku für Messgeräteakku Geo Fennel 290000-14 Geo Fennel Rotationslaser FL 200A Rotationslaser FL 20 Linienlaser FLG 40-Green Abmessung: 55,2 / 18 / 49mm (LxBxH) Ni-MH   4,8V   1800mAh kompatibler Akku- kein Originalakku  ";"36,90";"";"Euro";"91509401";"91509401";"";"";"https://akkuwelt.de/media/image/c0/2f/be/abbildung-bp-messgeraeteakku-nimh-4-8v-1800mah-ersetzt-geo-fennel-290000-14-1_1280x1280.jpg";"https://akkuwelt.de/media/image/c0/2f/be/abbildung-bp-messgeraeteakku-nimh-4-8v-1800mah-ersetzt-geo-fennel-290000-14-1_1280x1280.jpg";"Akkus>Messgeräte-Akkus";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"10 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fzellen-packs%2Fzellen-packs%2Fersatz-akkupack-fuer-dr.-lange-truebungsmessgeraet-mit-9v-clip%3FsPartner%3Dadcell";"Ersatz Akkupack für Dr. Lange Trübungsmessgerät mit 9V-Clip";"Ersatz Akkupack für Dr. Lange Trübungsmessgerät mit 9V-Clip F2x4 Mignon AA   Abmessung: 62 / 34 / 55mm (LxBxH) Ni-MH  9,6V  900mAh kompatibler Akku - kein Originalakku";"Ersatz Akkupack für Dr. Lange Trübungsmessgerät mit 9V-Clip F2x4 Mignon AA   Abmessung: 62 / 34 / 55mm (LxBxH) Ni-MH  9,6V  900mAh kompatibler Akku - kein Originalakku";"42,90";"";"Euro";"PA000879";"PA000879";"";"";"https://akkuwelt.de/media/image/cf/3f/62/abbildung-bp-akkupack-nimh-9-6v-2200mah-f2x4-mignon-aa-mit-9v-clip-passend-fuer-dr-lange-truebungsmessgeraet-1_1280x1280.jpg";"https://akkuwelt.de/media/image/cf/3f/62/abbildung-bp-akkupack-nimh-9-6v-2200mah-f2x4-mignon-aa-mit-9v-clip-passend-fuer-dr-lange-truebungsmessgeraet-1_1280x1280.jpg";"Akkus>Zellen - Packs>Zellen - Packs";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"10 Tage";"";"";"";"";"Div.";"PA000879";""
